172 ; -4.17387040e-02 ; -1.21888549e-01 
173 ; -3.70225269e-02 ; -9.47401431e-02 
174 ; -3.21341452e-02 ; -7.07888524e-02 
175 ; -2.70720948e-02 ; -5.01500308e-02 
176 ; -2.18327490e-02 ; -3.29351326e-02 
177 ; -1.64073714e-02 ; -1.92396819e-02 
178 ; -1.07782150e-02 ; -9.10618738e-03 
179 ; -4.95202015e-03 ; -2.43229569e-03 
180 ; 0.00000000e+00 ; 0.00000000e+00 
181 ; -1.74352922e-01 ; -1.64577727e+00 
182 ; -1.74048234e-01 ; -1.57526827e+00 
183 ; -1.73580531e-01 ; -1.50516557e+00 
184 ; -1.72854100e-01 ; -1.43533833e+00 
185 ; -1.71846998e-01 ; -1.36585790e+00 
186 ; -1.70554263e-01 ; -1.29683293e+00 
187 ; -1.68975633e-01 ; -1.22837805e+00 
188 ; -1.67111553e-01 ; -1.16060780e+00 
189 ; -1.64962296e-01 ; -1.09363626e+00 
190 ; -1.62527961e-01 ; -1.02757734e+00 
191 ; -1.59808562e-01 ; -9.62544961e-01 
192 ; -1.56804086e-01 ; -8.98653113e-01 
193 ; -1.53514519e-01 ; -8.36015802e-01 
194 ; -1.49939847e-01 ; -7.74747059e-01 
195 ; -1.46080064e-01 ; -7.14960928e-01 
196 ; -1.41935167e-01 ; -6.56771452e-01 
197 ; -1.37505154e-01 ; -6.00292680e-01 
198 ; -1.32790023e-01 ; -5.45638658e-01 
199 ; -1.27789774e-01 ; -4.92923434e-01 
200 ; -1.22504405e-01 ; -4.42261054e-01 
201 ; -1.16933913e-01 ; -3.93765563e-01 
202 ; -1.11078291e-01 ; -3.47551009e-01 
203 ; -1.04937526e-01 ; -3.03731442e-01 
204 ; -9.85116037e-02 ; -2.62420928e-01 
205 ; -9.18005079e-02 ; -2.23733561e-01 
206 ; -8.48042594e-02 ; -1.87783508e-01 
207 ; -7.75230102e-02 ; -1.54685075e-01 
208 ; -6.99572950e-02 ; -1.24552796e-01 
209 ; -6.21086186e-02 ; -9.75015020e-02 
210 ; -5.39807163e-02 ; -7.36461000e-02 
211 ; -4.55820360e-02 ; -5.31003591e-02 
212 ; -3.69301213e-02 ; -3.59725986e-02 
213 ; -2.80578663e-02 ; -2.23522674e-02 
214 ; -1.90161389e-02 ; -1.22662546e-02 
215 ; -9.83032839e-03 ; -5.49083263e-03 
216 ; 0.00000000e+00 ; 0.00000000e+00 
